date,NO,NO2,NOXasNO2,wd,ws,temp,site,code
2018-08-18 17:00:00,0.71117,6.28795,7.37839,242.3,3.7,17.4,Borehamwood Meadow Park,BDMP
2018-08-18 18:00:00,0.60449,7.37381,8.30068,233.2,3.6,17.2,Borehamwood Meadow Park,BDMP
2018-08-18 19:00:00,0.49782,7.80864,8.57195,235.0,3.7,17.1,Borehamwood Meadow Park,BDMP
2018-08-18 20:00:00,0.46226,9.11098,9.81976,233.0,3.8,17.0,Borehamwood Meadow Park,BDMP
2018-08-18 21:00:00,0.39114,10.08807,10.68781,231.0,3.4,17.0,Borehamwood Meadow Park,BDMP
2018-08-18 22:00:00,0.35558,7.59271,8.13793,232.5,3.3,17.0,Borehamwood Meadow Park,BDMP
2018-08-18 23:00:00,0.28447,9.32934,9.76551,231.7,3.5,17.0,Borehamwood Meadow Park,BDMP
2018-08-19 00:00:00,0.37929,11.93275,12.51432,225.4,4.3,16.8,Borehamwood Meadow Park,BDMP
2018-08-19 01:00:00,0.28447,11.13776,11.57394,231.4,4.4,17.0,Borehamwood Meadow Park,BDMP
2018-08-19 02:00:00,0.28447,7.86451,8.30068,230.3,4.3,16.1,Borehamwood Meadow Park,BDMP
2018-08-19 03:00:00,0.28447,7.97301,8.40919,225.0,4.4,15.3,Borehamwood Meadow Park,BDMP
2018-08-19 04:00:00,0.28447,4.8806,5.31678,229.4,5.3,15.1,Borehamwood Meadow Park,BDMP
2018-08-19 05:00:00,0.32003,4.71758,5.20827,229.3,5.7,15.2,Borehamwood Meadow Park,BDMP
2018-08-19 06:00:00,0.56893,6.7773,7.64965,230.1,5.2,15.7,Borehamwood Meadow Park,BDMP
2018-08-19 07:00:00,1.03119,7.53334,9.11448,229.4,5.4,16.4,Borehamwood Meadow Park,BDMP
2018-08-19 08:00:00,0.88896,4.82177,6.18482,229.6,5.2,17.1,Borehamwood Meadow Park,BDMP
2018-08-19 09:00:00,1.24454,5.1446,7.05287,231.4,5.5,18.1,Borehamwood Meadow Park,BDMP
2018-08-19 10:00:00,1.20898,3.89705,5.7508,239.4,6.1,18.7,Borehamwood Meadow Park,BDMP
2018-08-19 11:00:00,1.81347,3.72972,6.51034,239.1,6.1,19.2,Borehamwood Meadow Park,BDMP
2018-08-19 12:00:00,2.02682,4.16213,7.26988,246.5,5.6,19.6,Borehamwood Meadow Park,BDMP
2018-08-19 13:00:00,1.17343,1.99847,3.7977,258.4,5.7,19.8,Borehamwood Meadow Park,BDMP
2018-08-19 14:00:00,0.92452,2.27162,3.68919,259.4,5.7,19.8,Borehamwood Meadow Park,BDMP
2018-08-19 15:00:00,1.03119,2.16231,3.74345,267.1,4.8,19.8,Borehamwood Meadow Park,BDMP
2018-08-19 16:00:00,0.74673,2.27297,3.41793,275.2,4.5,19.6,Borehamwood Meadow Park,BDMP
2018-08-19 17:00:00,0.81784,3.41174,4.66575,269.2,4.1,19.3,Borehamwood Meadow Park,BDMP
2018-08-19 18:00:00,0.4267,4.28274,4.93701,261.2,4.2,18.4,Borehamwood Meadow Park,BDMP
2018-08-19 19:00:00,0.49782,7.26611,8.02942,267.1,3.1,17.5,Borehamwood Meadow Park,BDMP
2018-08-19 20:00:00,0.35558,8.35225,8.89746,273.7,3.7,17.9,Borehamwood Meadow Park,BDMP
2018-08-19 21:00:00,0.39114,9.54554,10.14528,273.0,3.8,17.4,Borehamwood Meadow Park,BDMP
2018-08-19 22:00:00,0.4267,10.57607,11.23034,284.1,3.3,16.4,Borehamwood Meadow Park,BDMP
2018-08-19 23:00:00,0.39114,8.73175,9.33149,285.5,3.2,15.8,Borehamwood Meadow Park,BDMP
2018-08-20 00:00:00,0.28447,6.7252,7.16138,288.0,2.6,17.3,Borehamwood Meadow Park,BDMP
2018-08-20 01:00:00,0.28447,7.08688,7.52306,294.3,2.6,16.5,Borehamwood Meadow Park,BDMP
2018-08-20 02:00:00,0.28447,7.37623,7.81241,302.2,2.6,15.9,Borehamwood Meadow Park,BDMP
2018-08-20 03:00:00,0.4267,9.1655,9.81976,306.8,2.6,15.4,Borehamwood Meadow Park,BDMP
2018-08-20 04:00:00,0.39114,7.04991,7.64965,310.0,2.7,14.9,Borehamwood Meadow Park,BDMP
2018-08-20 05:00:00,1.63568,12.84554,15.35355,319.9,2.5,14.9,Borehamwood Meadow Park,BDMP
2018-08-20 06:00:00,3.80474,13.04613,18.87999,296.8,1.8,14.7,Borehamwood Meadow Park,BDMP
2018-08-20 07:00:00,4.87149,9.40312,16.87263,273.4,2.1,14.9,Borehamwood Meadow Park,BDMP
2018-08-20 08:00:00,3.80474,6.26453,12.09838,254.5,1.9,15.7,Borehamwood Meadow Park,BDMP
2018-08-20 09:00:00,2.95134,6.21674,10.74206,253.2,2.1,16.6,Borehamwood Meadow Park,BDMP
2018-08-20 10:00:00,1.88459,5.95355,8.84321,250.4,2.5,17.7,Borehamwood Meadow Park,BDMP
2018-08-20 11:00:00,2.02682,6.82052,9.92827,236.3,2.7,19.1,Borehamwood Meadow Park,BDMP
2018-08-20 12:00:00,1.67124,8.07102,10.63356,256.6,3.3,19.8,Borehamwood Meadow Park,BDMP
2018-08-20 13:00:00,1.60013,8.45133,10.90482,257.7,3.2,20.1,Borehamwood Meadow Park,BDMP
2018-08-20 14:00:00,2.24017,10.50809,13.94298,260.3,2.6,21.3,Borehamwood Meadow Park,BDMP
2018-08-20 15:00:00,1.56457,7.47505,9.87402,259.8,2.5,22.0,Borehamwood Meadow Park,BDMP
2018-08-20 16:00:00,1.20898,7.53199,9.38574,254.7,2.5,22.3,Borehamwood Meadow Park,BDMP
2018-08-20 17:00:00,1.92015,11.27006,14.21424,249.4,4.0,19.6,Borehamwood Meadow Park,BDMP
2018-08-20 18:00:00,0.92452,12.85093,14.2685,235.6,2.6,19.3,Borehamwood Meadow Park,BDMP
2018-08-20 19:00:00,0.56893,24.84349,25.71584,242.4,2.7,19.1,Borehamwood Meadow Park,BDMP
2018-08-20 20:00:00,0.64005,23.10686,24.08826,227.7,2.7,18.0,Borehamwood Meadow Park,BDMP
2018-08-20 21:00:00,0.64005,21.75054,22.73194,227.7,2.8,17.3,Borehamwood Meadow Park,BDMP
2018-08-20 22:00:00,0.46226,17.30316,18.01194,247.4,2.9,17.0,Borehamwood Meadow Park,BDMP
2018-08-20 23:00:00,0.39114,12.42094,13.02068,253.1,2.9,16.7,Borehamwood Meadow Park,BDMP
2018-08-21 00:00:00,0.33188,11.57143,12.0803,262.2,2.6,17.5,Borehamwood Meadow Park,BDMP
2018-08-21 01:00:00,1.13787,16.91827,18.66298,269.8,2.3,16.6,Borehamwood Meadow Park,BDMP
2018-08-21 02:00:00,0.46226,13.45121,14.15999,268.3,2.5,17.2,Borehamwood Meadow Park,BDMP
2018-08-21 03:00:00,0.78228,16.16142,17.36091,258.0,2.4,16.9,Borehamwood Meadow Park,BDMP
2018-08-21 04:00:00,0.24891,6.50846,6.89011,259.3,2.4,16.5,Borehamwood Meadow Park,BDMP
2018-08-21 05:00:00,2.91578,16.95907,21.42987,278.9,2.3,15.7,Borehamwood Meadow Park,BDMP
2018-08-21 06:00:00,2.95134,13.1611,17.68643,270.0,2.4,15.9,Borehamwood Meadow Park,BDMP
2018-08-21 07:00:00,2.02682,8.12258,11.23034,258.0,2.4,16.9,Borehamwood Meadow Park,BDMP
2018-08-21 08:00:00,2.31129,9.96503,13.50896,253.2,3.1,17.6,Borehamwood Meadow Park,BDMP
2018-08-21 09:00:00,2.41797,9.15043,12.85792,252.7,3.3,17.8,Borehamwood Meadow Park,BDMP
2018-08-21 10:00:00,4.19588,12.39214,18.82573,250.0,3.2,18.0,Borehamwood Meadow Park,BDMP
2018-08-21 11:00:00,4.01809,12.23073,18.39171,252.9,3.1,18.1,Borehamwood Meadow Park,BDMP
2018-08-21 12:00:00,2.80911,10.06976,14.377,253.8,3.0,18.1,Borehamwood Meadow Park,BDMP
2018-08-21 13:00:00,2.48908,9.85518,13.67172,255.0,2.8,18.1,Borehamwood Meadow Park,BDMP
2018-08-21 14:00:00,1.56457,7.90907,10.30804,257.3,2.8,18.2,Borehamwood Meadow Park,BDMP
2018-08-21 15:00:00,1.2801,7.63996,9.60275,257.3,2.9,18.0,Borehamwood Meadow Park,BDMP
2018-08-21 16:00:00,1.67124,11.27194,13.83447,255.3,2.9,17.8,Borehamwood Meadow Park,BDMP
2018-08-21 17:00:00,1.84903,19.35427,22.18941,258.0,2.9,17.5,Borehamwood Meadow Park,BDMP
2018-08-21 18:00:00,1.13787,20.60747,22.35217,256.0,2.7,17.3,Borehamwood Meadow Park,BDMP
2018-08-21 19:00:00,0.74673,22.88905,24.03401,244.5,2.8,17.2,Borehamwood Meadow Park,BDMP
2018-08-21 20:00:00,1.03119,28.31218,29.89331,230.7,2.8,17.2,Borehamwood Meadow Park,BDMP
2018-08-21 21:00:00,0.35558,18.33477,18.87999,227.0,2.6,16.6,Borehamwood Meadow Park,BDMP
2018-08-21 22:00:00,0.4267,19.20228,19.85654,229.1,2.3,15.7,Borehamwood Meadow Park,BDMP
2018-08-21 23:00:00,0.46226,22.45718,23.16596,243.5,2.6,15.2,Borehamwood Meadow Park,BDMP
2018-08-22 00:00:00,0.37929,16.85168,17.43325,261.8,2.6,16.4,Borehamwood Meadow Park,BDMP
2018-08-22 01:00:00,0.4267,15.2599,15.91417,259.4,2.7,15.6,Borehamwood Meadow Park,BDMP
2018-08-22 02:00:00,0.67561,13.61235,14.64827,262.3,2.6,15.0,Borehamwood Meadow Park,BDMP
2018-08-22 03:00:00,1.17343,16.32122,18.12045,264.1,2.4,14.5,Borehamwood Meadow Park,BDMP
2018-08-22 04:00:00,1.35122,18.92401,20.99585,275.3,2.7,14.1,Borehamwood Meadow Park,BDMP
2018-08-22 05:00:00,3.30692,21.35059,26.42113,263.9,1.9,13.9,Borehamwood Meadow Park,BDMP
2018-08-22 06:00:00,2.84467,15.54903,19.91079,250.8,2.1,14.0,Borehamwood Meadow Park,BDMP
2018-08-22 07:00:00,2.52464,13.11008,16.98114,263.8,2.7,14.2,Borehamwood Meadow Park,BDMP
2018-08-22 08:00:00,3.34248,14.40595,19.53102,258.5,2.4,14.9,Borehamwood Meadow Park,BDMP
2018-08-22 09:00:00,2.27573,8.98874,12.47815,258.9,2.7,16.5,Borehamwood Meadow Park,BDMP
2018-08-22 10:00:00,1.77792,6.93091,9.657,256.1,3.0,17.6,Borehamwood Meadow Park,BDMP
2018-08-22 11:00:00,1.88459,6.71309,9.60275,265.9,3.5,19.4,Borehamwood Meadow Park,BDMP
2018-08-22 12:00:00,2.02682,6.00672,9.11448,268.3,3.6,20.1,Borehamwood Meadow Park,BDMP
2018-08-22 13:00:00,7.00499,8.24766,18.98849,266.1,3.7,20.0,Borehamwood Meadow Park,BDMP
2018-08-22 14:00:00,2.59576,8.22678,12.20689,272.5,3.8,19.6,Borehamwood Meadow Park,BDMP
2018-08-22 15:00:00,1.2801,8.88778,10.85057,274.5,3.6,19.3,Borehamwood Meadow Park,BDMP
2018-08-22 16:00:00,1.10231,10.2997,11.98988,277.8,3.3,19.9,Borehamwood Meadow Park,BDMP
2018-08-22 17:00:00,0.99563,7.75062,9.27724,266.9,3.4,19.4,Borehamwood Meadow Park,BDMP
2018-08-22 18:00:00,0.67561,9.27212,10.30804,237.3,2.3,18.5,Borehamwood Meadow Park,BDMP
2018-08-22 19:00:00,0.64005,16.75928,17.74068,224.5,2.8,17.6,Borehamwood Meadow Park,BDMP
2018-08-22 20:00:00,0.96007,22.01939,23.49148,233.2,3.2,17.1,Borehamwood Meadow Park,BDMP
2018-08-22 21:00:00,0.56893,16.81407,17.68643,244.1,3.1,16.6,Borehamwood Meadow Park,BDMP
2018-08-22 22:00:00,0.35558,12.52971,13.07493,251.7,4.0,16.6,Borehamwood Meadow Park,BDMP
2018-08-22 23:00:00,0.49782,8.8937,9.657,248.2,4.0,16.3,Borehamwood Meadow Park,BDMP
2018-08-23 00:00:00,0.37929,10.8477,11.42926,243.9,3.0,17.0,Borehamwood Meadow Park,BDMP
2018-08-23 01:00:00,0.47411,12.00437,12.73133,239.8,3.0,16.3,Borehamwood Meadow Park,BDMP
2018-08-23 02:00:00,0.53338,11.87734,12.69516,237.3,3.1,15.9,Borehamwood Meadow Park,BDMP
2018-08-23 03:00:00,0.46226,8.67696,9.38574,241.6,3.7,16.0,Borehamwood Meadow Park,BDMP
2018-08-23 04:00:00,0.53338,9.05619,9.87402,223.6,3.3,16.0,Borehamwood Meadow Park,BDMP
2018-08-23 05:00:00,1.84903,14.63427,17.46941,217.9,3.8,16.0,Borehamwood Meadow Park,BDMP
2018-08-23 06:00:00,4.51591,19.06282,25.98711,226.0,4.1,16.3,Borehamwood Meadow Park,BDMP
2018-08-23 07:00:00,4.23144,13.42267,19.91079,279.8,4.0,16.9,Borehamwood Meadow Park,BDMP
2018-08-23 08:00:00,5.04928,14.12177,21.86389,339.6,4.9,15.7,Borehamwood Meadow Park,BDMP
2018-08-23 09:00:00,4.80037,10.86848,18.22895,334.6,4.7,18.0,Borehamwood Meadow Park,BDMP
2018-08-23 10:00:00,5.51154,13.41298,21.86389,308.7,4.6,19.1,Borehamwood Meadow Park,BDMP
2018-08-23 11:00:00,3.23581,8.22194,13.18344,299.9,4.5,19.8,Borehamwood Meadow Park,BDMP
2018-08-23 12:00:00,1.74236,4.4898,7.16138,292.7,5.3,20.4,Borehamwood Meadow Park,BDMP
2018-08-23 13:00:00,1.06675,4.38641,6.02207,283.8,5.3,20.7,Borehamwood Meadow Park,BDMP
2018-08-23 14:00:00,1.06675,5.14595,6.78161,285.9,6.0,20.4,Borehamwood Meadow Park,BDMP
2018-08-23 15:00:00,0.74673,5.6909,6.83586,288.3,5.8,19.7,Borehamwood Meadow Park,BDMP
2018-08-23 16:00:00,1.06675,8.72663,10.36229,282.8,5.2,18.3,Borehamwood Meadow Park,BDMP
2018-08-23 17:00:00,0.78228,6.82994,8.02942,276.1,4.7,16.2,Borehamwood Meadow Park,BDMP
2018-08-23 18:00:00,0.56893,8.02511,8.89746,277.9,4.5,15.1,Borehamwood Meadow Park,BDMP
2018-08-23 19:00:00,0.53338,11.60607,12.4239,276.2,4.2,14.4,Borehamwood Meadow Park,BDMP
2018-08-23 20:00:00,0.56893,12.63661,13.50896,287.7,4.4,14.1,Borehamwood Meadow Park,BDMP
2018-08-23 21:00:00,0.24891,7.81052,8.19218,282.8,3.5,13.3,Borehamwood Meadow Park,BDMP
2018-08-23 22:00:00,0.14223,3.52536,3.74345,275.5,3.3,12.7,Borehamwood Meadow Park,BDMP
2018-08-23 23:00:00,0.0,3.96046,3.96046,284.4,3.7,12.2,Borehamwood Meadow Park,BDMP
2018-08-24 00:00:00,0.04741,4.84623,4.91892,281.5,3.8,12.2,Borehamwood Meadow Park,BDMP
2018-08-24 01:00:00,0.04741,6.87167,6.94436,283.8,4.0,11.3,Borehamwood Meadow Park,BDMP
2018-08-24 02:00:00,0.14223,6.34651,6.56459,284.6,4.0,10.8,Borehamwood Meadow Park,BDMP
2018-08-24 03:00:00,0.10668,6.72654,6.89011,282.2,3.8,10.4,Borehamwood Meadow Park,BDMP
2018-08-24 04:00:00,0.24891,8.02754,8.40919,278.9,4.0,10.1,Borehamwood Meadow Park,BDMP
2018-08-24 05:00:00,1.45789,11.1108,13.3462,284.6,4.4,10.4,Borehamwood Meadow Park,BDMP
2018-08-24 06:00:00,3.48472,11.74649,17.08964,289.6,5.3,11.7,Borehamwood Meadow Park,BDMP
2018-08-24 07:00:00,3.62695,8.32748,13.88873,291.5,5.9,13.1,Borehamwood Meadow Park,BDMP
2018-08-24 08:00:00,1.77792,3.78424,6.51034,289.0,6.3,14.3,Borehamwood Meadow Park,BDMP
2018-08-24 09:00:00,1.38677,2.97341,5.09977,284.6,6.6,15.4,Borehamwood Meadow Park,BDMP
2018-08-24 10:00:00,1.06675,2.4333,4.06896,281.7,6.8,16.3,Borehamwood Meadow Park,BDMP
2018-08-24 11:00:00,0.99563,2.48809,4.01471,273.5,6.7,16.6,Borehamwood Meadow Park,BDMP
2018-08-24 12:00:00,0.96007,3.30216,4.77425,267.7,6.7,16.3,Borehamwood Meadow Park,BDMP
2018-08-24 13:00:00,1.13787,4.54863,6.29333,273.5,7.8,15.8,Borehamwood Meadow Park,BDMP
2018-08-24 14:00:00,1.13787,4.60288,6.34758,272.9,8.0,16.0,Borehamwood Meadow Park,BDMP
2018-08-24 15:00:00,1.03119,6.88231,8.46344,272.5,7.5,15.7,Borehamwood Meadow Park,BDMP
2018-08-24 16:00:00,1.7068,11.16317,13.78022,275.2,6.8,15.2,Borehamwood Meadow Park,BDMP
2018-08-24 17:00:00,0.96007,8.61893,10.09103,270.7,5.2,13.9,Borehamwood Meadow Park,BDMP
2018-08-24 18:00:00,0.4267,6.34435,6.99862,247.7,4.5,12.8,Borehamwood Meadow Park,BDMP
2018-08-24 19:00:00,0.60449,9.70668,10.63356,264.3,4.5,12.1,Borehamwood Meadow Park,BDMP
2018-08-24 20:00:00,0.49782,12.04036,12.80367,263.0,4.1,11.4,Borehamwood Meadow Park,BDMP
2018-08-24 21:00:00,0.46226,13.99373,14.70252,269.2,4.1,10.9,Borehamwood Meadow Park,BDMP
2018-08-24 22:00:00,0.35558,12.04144,12.58666,281.0,3.8,10.6,Borehamwood Meadow Park,BDMP
2018-08-24 23:00:00,0.21335,6.0747,6.40184,293.4,3.9,10.3,Borehamwood Meadow Park,BDMP
2018-08-25 00:00:00,0.23706,6.72556,7.08904,294.0,4.1,9.5,Borehamwood Meadow Park,BDMP
2018-08-25 01:00:00,0.28447,8.02727,8.46344,293.8,4.0,8.9,Borehamwood Meadow Park,BDMP
2018-08-25 02:00:00,0.17779,5.74946,6.02207,293.8,3.8,8.5,Borehamwood Meadow Park,BDMP
2018-08-25 03:00:00,0.17779,5.26118,5.53379,293.9,3.6,8.3,Borehamwood Meadow Park,BDMP
2018-08-25 04:00:00,0.39114,7.21267,7.81241,294.9,3.6,8.1,Borehamwood Meadow Park,BDMP
2018-08-25 05:00:00,1.03119,9.43219,11.01333,297.1,3.9,8.4,Borehamwood Meadow Park,BDMP
2018-08-25 06:00:00,2.34685,9.20522,12.80367,304.7,4.3,10.2,Borehamwood Meadow Park,BDMP
2018-08-25 07:00:00,1.88459,5.03125,7.92092,311.6,4.9,11.8,Borehamwood Meadow Park,BDMP
2018-08-25 08:00:00,1.60013,4.59938,7.05287,319.9,5.2,13.5,Borehamwood Meadow Park,BDMP
2018-08-25 09:00:00,1.77792,4.43528,7.16138,320.7,5.3,14.8,Borehamwood Meadow Park,BDMP
2018-08-25 10:00:00,1.24454,3.24575,5.15402,317.1,5.4,15.8,Borehamwood Meadow Park,BDMP
2018-08-25 11:00:00,0.92452,2.81415,4.23172,315.4,5.3,16.7,Borehamwood Meadow Park,BDMP
2018-08-25 12:00:00,0.8534,3.73699,5.04551,310.9,5.0,17.2,Borehamwood Meadow Park,BDMP
2018-08-25 13:00:00,1.17343,4.27709,6.07632,313.3,4.9,17.5,Borehamwood Meadow Park,BDMP
2018-08-25 14:00:00,0.8534,3.73699,5.04551,314.0,4.6,17.5,Borehamwood Meadow Park,BDMP
2018-08-25 15:00:00,0.92452,4.60449,6.02207,315.1,3.9,17.1,Borehamwood Meadow Park,BDMP
2018-08-25 16:00:00,1.49345,5.7395,8.02942,337.9,2.4,16.1,Borehamwood Meadow Park,BDMP
2018-08-25 17:00:00,0.67561,8.07856,9.11448,279.6,3.1,14.8,Borehamwood Meadow Park,BDMP
2018-08-25 18:00:00,0.56893,13.88442,14.75677,266.4,2.3,13.7,Borehamwood Meadow Park,BDMP
2018-08-25 19:00:00,0.67561,24.78843,25.82435,264.3,1.9,13.1,Borehamwood Meadow Park,BDMP
2018-08-25 20:00:00,1.63568,33.19036,35.69837,249.8,1.9,13.4,Borehamwood Meadow Park,BDMP
2018-08-25 21:00:00,5.58266,35.60186,44.16181,253.0,1.8,12.8,Borehamwood Meadow Park,BDMP
2018-08-25 22:00:00,14.57891,34.82847,57.18249,264.7,1.7,11.8,Borehamwood Meadow Park,BDMP
2018-08-25 23:00:00,9.6363,33.99784,48.7733,298.8,1.7,11.1,Borehamwood Meadow Park,BDMP
2018-08-26 00:00:00,7.34872,31.19401,42.46189,220.3,1.6,12.2,Borehamwood Meadow Park,BDMP
2018-08-26 01:00:00,37.88146,34.65208,92.73618,218.4,1.5,11.4,Borehamwood Meadow Park,BDMP
2018-08-26 02:00:00,28.09107,38.84941,81.92179,221.0,2.2,10.9,Borehamwood Meadow Park,BDMP
2018-08-26 03:00:00,28.8378,41.71916,85.93649,224.4,2.3,10.6,Borehamwood Meadow Park,BDMP
2018-08-26 04:00:00,49.92388,41.83081,118.37969,210.9,2.3,10.5,Borehamwood Meadow Park,BDMP
2018-08-26 05:00:00,29.79787,41.9289,87.61833,201.0,2.6,10.7,Borehamwood Meadow Park,BDMP
2018-08-26 06:00:00,6.89831,28.9188,39.49607,199.5,2.8,11.4,Borehamwood Meadow Park,BDMP
2018-08-26 07:00:00,10.63194,31.54893,47.851,194.3,4.3,12.7,Borehamwood Meadow Park,BDMP
2018-08-26 08:00:00,3.23581,16.84814,21.80964,196.6,5.7,14.1,Borehamwood Meadow Park,BDMP
2018-08-26 09:00:00,1.77792,9.96907,12.69516,199.4,6.2,14.2,Borehamwood Meadow Park,BDMP
2018-08-26 10:00:00,1.17343,8.83433,10.63356,207.5,5.7,13.7,Borehamwood Meadow Park,BDMP
2018-08-26 11:00:00,2.27573,11.37587,14.86528,190.4,6.9,13.0,Borehamwood Meadow Park,BDMP
2018-08-26 12:00:00,1.67124,10.83792,13.40045,177.3,7.2,13.3,Borehamwood Meadow Park,BDMP
2018-08-26 13:00:00,1.45789,11.87034,14.10574,183.3,7.2,13.1,Borehamwood Meadow Park,BDMP
2018-08-26 14:00:00,1.06675,10.951,12.58666,192.8,7.4,14.1,Borehamwood Meadow Park,BDMP
2018-08-26 15:00:00,1.2801,10.73237,12.69516,198.4,8.0,14.5,Borehamwood Meadow Park,BDMP
2018-08-26 16:00:00,1.03119,9.26943,10.85057,214.3,6.9,16.0,Borehamwood Meadow Park,BDMP
2018-08-26 17:00:00,1.24454,12.8485,14.75677,235.6,5.9,16.9,Borehamwood Meadow Park,BDMP
2018-08-26 18:00:00,0.96007,13.28468,14.75677,244.1,5.5,17.2,Borehamwood Meadow Park,BDMP
2018-08-26 19:00:00,0.60449,8.51312,9.43999,256.7,6.0,17.2,Borehamwood Meadow Park,BDMP
2018-08-26 20:00:00,0.46226,4.66225,5.37103,261.4,5.8,17.0,Borehamwood Meadow Park,BDMP
2018-08-26 21:00:00,0.32003,3.79528,4.28597,266.1,5.5,16.7,Borehamwood Meadow Park,BDMP
2018-08-26 22:00:00,0.32003,4.44631,4.93701,273.6,5.1,16.3,Borehamwood Meadow Park,BDMP
2018-08-26 23:00:00,0.21335,4.33861,4.66575,278.2,5.0,15.9,Borehamwood Meadow Park,BDMP
2018-08-27 00:00:00,0.23706,2.89169,3.25517,256.3,4.9,16.0,Borehamwood Meadow Park,BDMP
2018-08-27 01:00:00,0.14223,3.39877,3.61686,265.8,5.0,15.3,Borehamwood Meadow Park,BDMP
2018-08-27 02:00:00,0.21335,2.71103,3.03816,259.4,4.5,14.1,Borehamwood Meadow Park,BDMP
2018-08-27 03:00:00,0.14223,2.38605,2.60414,259.1,4.5,13.2,Borehamwood Meadow Park,BDMP
2018-08-27 04:00:00,0.24891,2.81926,3.20092,265.1,4.6,12.5,Borehamwood Meadow Park,BDMP
2018-08-27 05:00:00,0.53338,5.80102,6.61885,272.3,4.4,12.2,Borehamwood Meadow Park,BDMP
2018-08-27 06:00:00,0.8534,6.61239,7.92092,281.6,5.1,13.4,Borehamwood Meadow Park,BDMP
2018-08-27 07:00:00,1.17343,5.14514,6.94436,287.4,5.4,14.6,Borehamwood Meadow Park,BDMP
2018-08-27 08:00:00,1.20898,3.13751,4.99126,284.3,5.4,15.9,Borehamwood Meadow Park,BDMP
2018-08-27 09:00:00,0.96007,2.65112,4.12322,281.6,5.5,16.7,Borehamwood Meadow Park,BDMP
2018-08-27 10:00:00,1.03119,3.03035,4.61149,283.5,5.5,17.1,Borehamwood Meadow Park,BDMP
2018-08-27 11:00:00,1.13787,3.68058,5.42528,283.2,6.2,18.8,Borehamwood Meadow Park,BDMP
2018-08-27 12:00:00,1.24454,3.73403,5.6423,281.9,6.4,19.2,Borehamwood Meadow Park,BDMP
2018-08-27 13:00:00,0.88896,2.97718,4.34023,285.1,6.0,19.2,Borehamwood Meadow Park,BDMP
2018-08-27 14:00:00,0.64005,2.97906,3.96046,285.8,5.0,18.3,Borehamwood Meadow Park,BDMP
2018-08-27 15:00:00,0.71117,4.93162,6.02207,286.7,4.9,18.8,Borehamwood Meadow Park,BDMP
2018-08-27 16:00:00,0.71117,6.50496,7.5954,283.4,4.1,18.6,Borehamwood Meadow Park,BDMP
2018-08-27 17:00:00,0.74673,8.5663,9.71126,275.0,3.2,17.7,Borehamwood Meadow Park,BDMP
2018-08-27 18:00:00,0.49782,9.59899,10.36229,259.1,2.9,16.1,Borehamwood Meadow Park,BDMP
2018-08-27 19:00:00,0.28447,9.22083,9.657,265.1,3.3,15.1,Borehamwood Meadow Park,BDMP
2018-08-27 20:00:00,0.21335,8.67884,9.00597,263.4,3.0,14.2,Borehamwood Meadow Park,BDMP
2018-08-27 21:00:00,0.14223,8.84214,9.06022,273.6,2.4,13.3,Borehamwood Meadow Park,BDMP
2018-08-27 22:00:00,0.14223,8.78788,9.00597,286.8,1.7,12.6,Borehamwood Meadow Park,BDMP
2018-08-27 23:00:00,0.24891,7.3765,7.75816,275.9,1.5,12.0,Borehamwood Meadow Park,BDMP
2018-08-28 00:00:00,0.14223,6.36459,6.58268,255.0,2.2,12.8,Borehamwood Meadow Park,BDMP
2018-08-28 01:00:00,0.28447,10.19738,10.63356,267.4,2.2,11.9,Borehamwood Meadow Park,BDMP
2018-08-28 02:00:00,0.32003,12.42148,12.91218,277.5,1.7,11.2,Borehamwood Meadow Park,BDMP
2018-08-28 03:00:00,0.46226,12.4204,13.12919,269.1,1.5,10.7,Borehamwood Meadow Park,BDMP
2018-08-28 04:00:00,0.67561,15.83671,16.87263,251.8,1.7,10.1,Borehamwood Meadow Park,BDMP
2018-08-28 05:00:00,1.88459,26.35261,29.24228,244.6,1.2,9.4,Borehamwood Meadow Park,BDMP
2018-08-28 06:00:00,8.21397,36.72125,49.31583,235.6,0.7,9.0,Borehamwood Meadow Park,BDMP
2018-08-28 07:00:00,11.27199,37.78316,55.06663,230.6,0.7,9.5,Borehamwood Meadow Park,BDMP
2018-08-28 08:00:00,3.66251,18.90652,24.52228,224.9,1.1,10.8,Borehamwood Meadow Park,BDMP
2018-08-28 09:00:00,2.52464,11.75376,15.62482,220.9,1.9,14.4,Borehamwood Meadow Park,BDMP
2018-08-28 10:00:00,2.5602,10.99395,14.91953,218.9,2.5,17.2,Borehamwood Meadow Park,BDMP
2018-08-28 11:00:00,3.59139,13.86154,19.36826,223.8,2.5,18.3,Borehamwood Meadow Park,BDMP
2018-08-28 12:00:00,2.70243,10.50459,14.64827,232.7,2.5,19.0,Borehamwood Meadow Park,BDMP
2018-08-28 13:00:00,3.09357,11.74945,16.49286,233.1,2.4,19.2,Borehamwood Meadow Park,BDMP
2018-08-28 14:00:00,1.88459,9.31722,12.20689,231.9,2.4,19.7,Borehamwood Meadow Park,BDMP
2018-08-28 15:00:00,1.95571,9.96772,12.96643,246.1,2.7,19.5,Borehamwood Meadow Park,BDMP
2018-08-28 16:00:00,2.16906,15.77116,19.097,239.3,3.3,18.5,Borehamwood Meadow Park,BDMP
2018-08-28 17:00:00,2.59576,29.05987,33.03998,240.4,2.8,17.4,Borehamwood Meadow Park,BDMP
