date,O3,NO,NO2,NOXasNO2,wd,ws,temp,site,code
2018-05-16 02:00:00,75.98628,0.78713,1.93451,3.14143,22.7,8.0,9.0,High Muffles,HM
2018-05-16 03:00:00,78.83015,0.72154,1.63618,2.74252,25.4,7.4,8.4,High Muffles,HM
2018-05-16 04:00:00,77.58284,0.52475,1.68859,2.4932,21.7,7.1,7.9,High Muffles,HM
2018-05-16 05:00:00,75.73682,0.55755,1.48871,2.34361,18.4,7.8,7.7,High Muffles,HM
2018-05-16 06:00:00,72.5437,0.59035,1.53815,2.44333,16.8,7.9,7.9,High Muffles,HM
2018-05-16 07:00:00,71.14671,0.52475,1.09022,1.89483,20.1,8.1,7.5,High Muffles,HM
2018-05-16 08:00:00,70.29853,0.45916,1.34039,2.04442,22.3,8.2,7.8,High Muffles,HM
2018-05-16 09:00:00,71.89509,0.45916,1.29052,1.99456,22.0,8.9,8.8,High Muffles,HM
2018-05-16 10:00:00,74.5394,0.36077,0.94275,1.49592,22.9,9.4,9.4,High Muffles,HM
2018-05-16 11:00:00,74.4895,0.45916,0.74202,1.44606,24.4,9.5,9.6,High Muffles,HM
2018-05-16 12:00:00,77.58284,0.52475,0.99049,1.7951,25.5,9.0,9.7,High Muffles,HM
2018-05-16 13:00:00,81.87359,0.59035,0.79019,1.69538,24.9,8.9,10.1,High Muffles,HM
2018-05-16 14:00:00,83.71962,0.52475,0.74117,1.54578,23.1,8.7,9.9,High Muffles,HM
2018-05-16 15:00:00,84.41811,0.36077,0.64356,1.19674,21.2,8.4,9.5,High Muffles,HM
2018-05-16 16:00:00,88.25983,0.29518,0.74414,1.19674,21.3,8.3,9.0,High Muffles,HM
2018-05-16 17:00:00,86.31403,0.36077,0.44411,0.99728,21.5,8.0,8.3,High Muffles,HM
2018-05-16 18:00:00,85.26628,0.36077,0.54384,1.09701,21.4,7.1,7.3,High Muffles,HM
2018-05-16 19:00:00,81.27488,0.32797,0.69385,1.19674,21.9,6.4,6.2,High Muffles,HM
2018-05-16 20:00:00,77.98198,0.26238,0.74457,1.14687,21.8,6.2,5.8,High Muffles,HM
2018-05-16 21:00:00,74.98843,0.42636,1.14136,1.7951,23.2,5.9,5.5,High Muffles,HM
2018-05-16 22:00:00,74.78886,0.42636,0.59285,1.2466,23.6,5.5,5.3,High Muffles,HM
2018-05-16 23:00:00,76.13596,0.36077,0.39425,0.94742,19.8,5.2,5.0,High Muffles,HM
2018-05-17 00:00:00,75.43746,0.43742,0.39347,1.06417,8.6,4.2,3.6,High Muffles,HM
2018-05-17 01:00:00,76.10269,0.34994,0.52761,1.06417,4.0,4.5,3.5,High Muffles,HM
2018-05-17 02:00:00,74.73897,0.42648,0.84256,1.49649,8.1,4.6,3.5,High Muffles,HM
2018-05-17 03:00:00,73.99058,0.5249,0.49212,1.29696,14.2,5.0,3.9,High Muffles,HM
2018-05-17 04:00:00,71.34628,0.42648,0.74279,1.39672,17.4,5.2,4.4,High Muffles,HM
2018-05-17 05:00:00,72.79316,0.26245,0.34583,0.74825,19.1,5.9,6.3,High Muffles,HM
2018-05-17 06:00:00,76.4852,0.4921,0.64219,1.39672,22.9,6.6,7.9,High Muffles,HM
2018-05-17 07:00:00,78.83015,0.36087,0.99305,1.54637,23.2,7.0,9.0,High Muffles,HM
2018-05-17 08:00:00,77.8323,0.4921,1.1909,1.94544,23.8,6.6,9.8,High Muffles,HM
2018-05-17 09:00:00,80.27703,0.32806,0.84382,1.34684,26.1,6.4,10.6,High Muffles,HM
2018-05-17 10:00:00,80.42671,0.32806,0.69417,1.19719,23.5,6.2,11.1,High Muffles,HM
2018-05-17 11:00:00,81.47445,0.39368,0.69333,1.29696,23.6,5.9,11.4,High Muffles,HM
2018-05-17 12:00:00,81.87359,0.45929,0.84214,1.54637,19.0,5.5,11.4,High Muffles,HM
2018-05-17 13:00:00,79.52865,0.42648,0.69291,1.34684,19.8,5.3,11.0,High Muffles,HM
2018-05-17 14:00:00,79.62843,0.5249,0.69165,1.49649,22.2,4.9,10.6,High Muffles,HM
2018-05-17 15:00:00,80.92564,0.45929,0.74237,1.44661,19.3,4.6,9.9,High Muffles,HM
2018-05-17 16:00:00,79.828,0.42648,0.84256,1.49649,18.7,4.1,8.9,High Muffles,HM
2018-05-17 17:00:00,79.42886,0.4921,0.49254,1.24707,19.4,3.6,8.0,High Muffles,HM
2018-05-17 18:00:00,77.73252,0.45929,0.39319,1.09743,24.3,2.8,6.9,High Muffles,HM
2018-05-17 19:00:00,70.84735,0.45929,0.44308,1.14731,10.8,2.4,5.6,High Muffles,HM
2018-05-17 20:00:00,61.71702,0.29526,0.69459,1.14731,2.6,2.6,4.8,High Muffles,HM
2018-05-17 21:00:00,53.33508,0.29526,0.69459,1.14731,0.5,3.2,4.4,High Muffles,HM
2018-05-17 22:00:00,63.2138,0.39368,0.59356,1.19719,353.0,2.5,3.9,High Muffles,HM
2018-05-17 23:00:00,57.92519,0.32806,0.8937,1.39672,342.9,2.7,3.6,High Muffles,HM
2018-05-18 00:00:00,63.46326,0.21877,1.79371,2.12915,332.5,2.9,1.2,High Muffles,HM
2018-05-18 01:00:00,60.86885,0.39379,1.12614,1.72994,335.9,2.9,0.9,High Muffles,HM
2018-05-18 02:00:00,55.03143,0.29534,0.6949,1.14775,337.2,2.9,0.7,High Muffles,HM
2018-05-18 03:00:00,56.92734,0.29534,0.29568,0.74853,336.7,2.9,0.6,High Muffles,HM
2018-05-18 04:00:00,57.12691,0.29534,-0.15344,0.29941,336.3,2.8,0.8,High Muffles,HM
2018-05-18 05:00:00,65.40907,0.32816,0.59468,1.09785,337.5,2.3,2.7,High Muffles,HM
2018-05-18 06:00:00,66.40692,1.18136,3.57803,5.38942,329.4,1.7,7.6,High Muffles,HM
2018-05-18 07:00:00,69.60004,2.49398,9.44989,13.27394,325.4,1.4,9.7,High Muffles,HM
2018-05-18 08:00:00,75.33768,1.21418,4.02673,5.88844,328.2,1.3,10.9,High Muffles,HM
2018-05-18 09:00:00,72.04477,1.08291,4.12819,5.78864,346.7,1.3,11.9,High Muffles,HM
2018-05-18 10:00:00,80.07746,0.91884,3.93066,5.33952,357.7,1.0,12.8,High Muffles,HM
2018-05-18 11:00:00,84.71747,0.36097,3.03947,3.59295,350.8,0.4,13.3,High Muffles,HM
2018-05-18 12:00:00,88.80865,0.26252,2.29218,2.69471,15.7,0.3,13.7,High Muffles,HM
2018-05-18 13:00:00,89.70672,0.22971,2.19279,2.545,35.0,0.4,14.1,High Muffles,HM
2018-05-18 14:00:00,93.1493,0.29534,2.39157,2.84442,50.1,0.9,14.8,High Muffles,HM
2018-05-18 15:00:00,98.28823,0.39379,2.83944,3.44324,66.4,1.4,14.7,High Muffles,HM
2018-05-18 16:00:00,99.03661,0.36097,2.93966,3.49314,82.7,2.0,14.4,High Muffles,HM
2018-05-18 17:00:00,92.05166,0.59068,2.38784,3.29354,97.6,2.3,13.7,High Muffles,HM
2018-05-18 18:00:00,85.06671,0.75476,3.63332,4.7906,111.7,2.6,12.1,High Muffles,HM
2018-05-18 19:00:00,75.38757,0.68913,3.28483,4.34148,118.8,1.9,9.8,High Muffles,HM
2018-05-18 20:00:00,75.53725,0.55787,2.93718,3.79256,133.0,1.2,8.5,High Muffles,HM
2018-05-18 21:00:00,73.59144,0.59068,3.08647,3.99216,175.6,0.3,7.1,High Muffles,HM
2018-05-18 22:00:00,62.86455,0.45942,3.38754,4.09197,254.5,0.9,6.6,High Muffles,HM
2018-05-18 23:00:00,61.81681,0.32816,3.08978,3.59295,279.6,1.4,6.1,High Muffles,HM
2018-05-19 00:00:00,61.80018,0.3939,2.99035,3.59432,317.6,1.7,4.9,High Muffles,HM
2018-05-19 01:00:00,60.66928,0.30636,4.98829,5.45804,307.4,1.6,4.4,High Muffles,HM
2018-05-19 02:00:00,60.76907,0.36107,5.88618,6.43982,306.7,1.9,3.7,High Muffles,HM
2018-05-19 03:00:00,61.51745,0.36107,5.08745,5.64108,306.4,1.6,3.6,High Muffles,HM
2018-05-19 04:00:00,64.31143,0.3939,3.73917,4.34314,299.7,1.6,4.0,High Muffles,HM
2018-05-19 05:00:00,60.76907,0.62367,4.23551,5.19179,296.8,1.5,5.2,High Muffles,HM
2018-05-19 06:00:00,60.61939,0.82062,5.38124,6.6395,296.7,1.2,6.2,High Muffles,HM
2018-05-19 07:00:00,61.26799,1.01757,4.92949,6.48974,230.1,0.7,10.4,High Muffles,HM
2018-05-19 08:00:00,79.67832,1.08322,5.32804,6.98895,195.1,2.0,12.9,High Muffles,HM
2018-05-19 09:00:00,88.25983,0.91909,5.28017,6.68943,197.1,2.6,14.1,High Muffles,HM
2018-05-19 10:00:00,95.39446,0.7878,5.43157,6.6395,203.7,2.9,15.2,High Muffles,HM
2018-05-19 11:00:00,101.03231,0.59085,5.88332,6.78927,211.7,3.5,16.1,High Muffles,HM
2018-05-19 12:00:00,109.01511,0.22977,4.73964,5.09195,218.0,4.1,16.8,High Muffles,HM
2018-05-19 13:00:00,114.65297,0.29542,4.73882,5.19179,215.2,4.3,17.1,High Muffles,HM
2018-05-19 14:00:00,118.84394,0.22977,4.93932,5.29164,215.5,4.3,17.2,High Muffles,HM
2018-05-19 15:00:00,116.99791,0.29542,5.23803,5.691,213.3,4.2,17.2,High Muffles,HM
2018-05-19 16:00:00,103.17769,0.36107,5.23721,5.79085,208.3,4.1,16.8,High Muffles,HM
2018-05-19 17:00:00,94.34672,0.5252,4.83579,5.64108,197.9,3.5,16.3,High Muffles,HM
2018-05-19 18:00:00,93.59833,0.5252,4.93564,5.74093,163.8,3.3,14.7,High Muffles,HM
2018-05-19 19:00:00,90.70457,0.42672,3.78868,4.44298,143.8,3.3,11.8,High Muffles,HM
2018-05-19 20:00:00,87.1622,0.36107,3.04068,3.59432,139.1,2.5,9.9,High Muffles,HM
2018-05-19 21:00:00,81.97338,0.2626,4.93891,5.34156,142.2,2.0,8.7,High Muffles,HM
2018-05-19 22:00:00,72.44391,0.45955,10.97691,11.68154,124.1,1.2,8.0,High Muffles,HM
2018-05-19 23:00:00,75.73682,0.49237,8.3806,9.13556,98.9,1.1,7.3,High Muffles,HM
2018-05-20 00:00:00,73.97395,0.56912,6.45191,7.32455,177.7,1.3,6.3,High Muffles,HM
2018-05-20 01:00:00,66.45681,0.78802,9.71197,10.92024,109.1,0.2,4.9,High Muffles,HM
2018-05-20 02:00:00,64.21165,0.65668,9.28077,10.28767,223.5,0.1,3.9,High Muffles,HM
2018-05-20 03:00:00,61.76692,0.59101,8.6823,9.5885,149.3,0.0,3.4,High Muffles,HM
2018-05-20 04:00:00,55.28089,0.82085,10.37743,11.63605,184.8,2.2,5.1,High Muffles,HM
2018-05-20 05:00:00,55.18111,1.11636,9.87439,11.58611,210.0,1.8,5.7,High Muffles,HM
2018-05-20 06:00:00,60.46971,2.19988,9.36164,12.73473,214.9,2.2,6.4,High Muffles,HM
2018-05-20 07:00:00,62.66498,2.42971,8.75952,12.48503,214.1,2.2,7.0,High Muffles,HM
2018-05-20 08:00:00,66.40692,2.03571,8.1651,11.28647,207.2,2.1,8.0,High Muffles,HM
2018-05-20 09:00:00,66.90584,1.7402,7.21988,9.88815,202.3,2.4,10.0,High Muffles,HM
2018-05-20 10:00:00,75.188,1.6417,8.16995,10.68719,202.2,3.6,14.1,High Muffles,HM
2018-05-20 11:00:00,94.4964,1.08352,8.07695,9.73832,201.8,4.3,16.4,High Muffles,HM
2018-05-20 12:00:00,96.34242,0.78802,9.02945,10.23773,200.3,4.7,17.6,High Muffles,HM
2018-05-20 13:00:00,102.97812,0.55818,7.23444,8.0903,196.0,4.9,18.1,High Muffles,HM
2018-05-20 14:00:00,104.67447,0.42684,6.48696,7.14144,197.1,4.9,18.5,High Muffles,HM
2018-05-20 15:00:00,102.08006,0.45968,5.98715,6.69198,192.7,4.8,18.4,High Muffles,HM
2018-05-20 16:00:00,100.78285,0.49251,5.48735,6.24252,186.0,4.2,18.1,High Muffles,HM
2018-05-20 17:00:00,100.03446,0.52534,4.6879,5.49341,165.5,4.1,17.3,High Muffles,HM
2018-05-20 18:00:00,103.02801,0.36117,4.39028,4.94407,143.0,4.2,14.9,High Muffles,HM
2018-05-20 19:00:00,97.29038,0.42684,4.28959,4.94407,138.5,3.8,12.3,High Muffles,HM
2018-05-20 20:00:00,92.00177,0.29551,4.34115,4.79425,135.4,3.0,10.6,High Muffles,HM
2018-05-20 21:00:00,89.60693,0.39401,4.24006,4.84419,132.3,2.3,9.1,High Muffles,HM
2018-05-20 22:00:00,84.71747,0.52534,4.58802,5.39353,140.6,2.0,8.4,High Muffles,HM
2018-05-20 23:00:00,84.468,0.42684,4.43941,5.09389,161.8,1.9,8.3,High Muffles,HM
2018-05-21 00:00:00,68.78513,0.4817,4.25732,4.99592,91.9,0.4,5.9,High Muffles,HM
2018-05-21 01:00:00,73.30871,0.65686,4.05535,5.06253,142.6,0.5,5.9,High Muffles,HM
2018-05-21 02:00:00,76.5351,0.42696,4.34125,4.99592,171.1,1.0,5.7,High Muffles,HM
2018-05-21 03:00:00,75.53725,0.49265,4.93996,5.69535,164.9,0.6,5.4,High Muffles,HM
2018-05-21 04:00:00,68.60219,0.59118,5.53827,6.44473,199.0,0.1,5.3,High Muffles,HM
2018-05-21 05:00:00,63.66283,0.75539,7.8344,8.99265,311.1,0.5,5.9,High Muffles,HM
2018-05-21 06:00:00,77.13381,1.34657,8.67651,10.74122,333.6,0.1,6.6,High Muffles,HM
2018-05-21 07:00:00,98.98672,0.78824,4.38681,5.59543,230.1,0.4,9.4,High Muffles,HM
2018-05-21 08:00:00,105.42285,0.75539,2.9384,4.09665,176.0,1.7,13.5,High Muffles,HM
2018-05-21 09:00:00,104.17554,0.59118,3.34007,4.24653,162.8,2.1,15.7,High Muffles,HM
2018-05-21 10:00:00,123.63362,0.45981,4.14102,4.84604,155.1,2.4,17.2,High Muffles,HM
2018-05-21 11:00:00,124.73125,0.42696,4.8908,5.54547,143.4,2.7,18.3,High Muffles,HM
2018-05-21 12:00:00,139.0504,0.39412,5.39079,5.9951,130.9,3.1,19.0,High Muffles,HM
2018-05-21 13:00:00,139.39965,0.26275,4.24333,4.6462,124.5,3.6,19.1,High Muffles,HM
2018-05-21 14:00:00,137.15448,0.09853,4.14541,4.29649,118.7,3.8,18.7,High Muffles,HM
2018-05-21 15:00:00,137.50373,0.2299,3.69418,4.04669,115.7,3.6,18.1,High Muffles,HM
2018-05-21 16:00:00,140.54717,0.26275,3.44399,3.84686,109.9,3.3,17.4,High Muffles,HM
2018-05-21 17:00:00,141.44524,0.2299,3.49434,3.84686,98.6,3.1,16.3,High Muffles,HM
2018-05-21 18:00:00,138.95061,0.45981,4.34085,5.04588,81.9,2.7,14.6,High Muffles,HM
2018-05-21 19:00:00,124.33211,0.42696,4.14142,4.79608,57.4,2.6,12.3,High Muffles,HM
2018-05-21 20:00:00,129.37125,0.39412,3.94198,4.54628,40.5,2.9,10.7,High Muffles,HM
2018-05-21 21:00:00,120.83964,0.39412,4.29169,4.896,33.2,3.1,9.8,High Muffles,HM
2018-05-21 22:00:00,123.68351,0.26275,4.59305,4.99592,16.0,3.4,9.0,High Muffles,HM
2018-05-21 23:00:00,122.13684,0.09853,5.79406,5.94514,12.6,3.9,8.4,High Muffles,HM
2018-05-22 00:00:00,120.67333,0.17521,4.99572,5.26437,13.6,4.9,7.5,High Muffles,HM
2018-05-22 01:00:00,92.60048,1.48931,6.1794,8.46298,14.9,5.9,7.4,High Muffles,HM
2018-05-22 02:00:00,95.49425,1.24839,4.3331,6.24728,16.1,6.4,7.6,High Muffles,HM
2018-05-22 03:00:00,96.19274,0.6899,3.6901,4.74793,18.3,6.5,8.0,High Muffles,HM
2018-05-22 04:00:00,95.54414,0.85416,3.38825,4.69795,16.2,6.9,8.1,High Muffles,HM
2018-05-22 05:00:00,97.98887,0.49279,3.04275,3.79834,14.2,7.1,8.5,High Muffles,HM
2018-05-22 06:00:00,96.04306,0.6242,3.09115,4.04824,12.6,7.3,8.1,High Muffles,HM
2018-05-22 07:00:00,97.98887,0.6899,2.94043,3.99826,13.0,7.7,8.4,High Muffles,HM
2018-05-22 08:00:00,102.62887,0.72275,3.83964,4.94784,15.1,7.6,8.9,High Muffles,HM
2018-05-22 09:00:00,104.02586,0.52564,3.09233,3.8983,16.6,7.9,10.1,High Muffles,HM
2018-05-22 10:00:00,107.01941,0.59134,2.89163,3.79834,18.0,7.8,11.5,High Muffles,HM
2018-05-22 11:00:00,109.96307,0.42708,2.74367,3.39852,17.2,7.3,11.0,High Muffles,HM
2018-05-22 12:00:00,109.21468,0.49279,2.59295,3.34854,14.7,7.1,11.3,High Muffles,HM
2018-05-22 13:00:00,107.86759,0.42708,2.59373,3.24858,14.8,7.0,11.4,High Muffles,HM
2018-05-22 14:00:00,103.92608,0.49279,2.29308,3.04867,14.4,7.0,10.5,High Muffles,HM
2018-05-22 15:00:00,101.73081,0.52564,2.19273,2.99869,15.3,7.1,9.6,High Muffles,HM
2018-05-22 16:00:00,101.93038,0.6242,1.99163,2.94871,13.6,7.2,9.2,High Muffles,HM
2018-05-22 17:00:00,106.27103,0.42708,2.29387,2.94871,13.3,7.0,8.5,High Muffles,HM
2018-05-22 18:00:00,108.91533,0.36138,2.59452,3.14863,13.8,6.7,8.1,High Muffles,HM
2018-05-22 19:00:00,116.4491,0.39423,2.54415,3.14863,13.9,6.6,7.7,High Muffles,HM
2018-05-22 20:00:00,113.90458,0.36138,2.6445,3.19861,13.7,6.8,7.1,High Muffles,HM
2018-05-22 21:00:00,114.15404,0.49279,2.44301,3.19861,15.2,6.5,6.9,High Muffles,HM
2018-05-22 22:00:00,114.35361,0.55849,2.14235,2.99869,14.2,6.3,6.7,High Muffles,HM
2018-05-22 23:00:00,115.00221,0.55849,2.09237,2.94871,13.9,6.4,6.5,High Muffles,HM
2018-05-23 00:00:00,113.7549,0.30671,2.19624,2.66652,25.2,6.1,7.9,High Muffles,HM
2018-05-23 01:00:00,115.61755,0.48197,2.26082,2.99984,20.1,5.9,7.5,High Muffles,HM
2018-05-23 02:00:00,115.90028,0.39434,2.04521,2.64986,16.3,5.6,7.4,High Muffles,HM
2018-05-23 03:00:00,114.95232,0.4272,2.04482,2.69985,18.5,5.8,7.3,High Muffles,HM
2018-05-23 04:00:00,115.15189,0.52579,1.99365,2.79985,19.7,5.6,7.1,High Muffles,HM
2018-05-23 05:00:00,116.3992,0.39434,2.34519,2.94984,18.5,5.5,7.2,High Muffles,HM
2018-05-23 06:00:00,114.80264,0.49292,2.29403,3.04983,24.2,5.7,7.4,High Muffles,HM
2018-05-23 07:00:00,111.65942,0.55865,2.44324,3.29982,26.3,5.7,7.8,High Muffles,HM
2018-05-23 08:00:00,109.56393,0.39434,2.1952,2.79985,26.9,5.5,8.5,High Muffles,HM
2018-05-23 09:00:00,110.31232,0.29576,2.04638,2.49986,33.8,5.6,10.2,High Muffles,HM
2018-05-23 10:00:00,106.86974,0.23003,1.99716,2.34987,38.7,5.5,11.7,High Muffles,HM
2018-05-23 11:00:00,102.92823,0.29576,1.99638,2.44987,39.7,5.4,12.2,High Muffles,HM
2018-05-23 12:00:00,100.73296,0.16431,2.04794,2.29987,39.1,5.3,12.5,High Muffles,HM
2018-05-23 13:00:00,99.1364,0.26289,1.79678,2.19988,42.9,5.4,12.6,High Muffles,HM
2018-05-23 14:00:00,97.48995,0.36148,1.94561,2.49986,44.4,5.6,12.3,High Muffles,HM
2018-05-23 15:00:00,96.24263,0.39434,1.84522,2.44987,43.8,5.6,11.9,High Muffles,HM
2018-05-23 16:00:00,96.79145,0.49292,1.84405,2.59986,43.6,5.8,11.4,High Muffles,HM
2018-05-23 17:00:00,98.58758,0.46006,1.84444,2.54986,40.5,5.3,10.0,High Muffles,HM
2018-05-23 18:00:00,97.73941,0.39434,1.54524,2.14988,38.2,5.3,8.1,High Muffles,HM
2018-05-23 19:00:00,95.44435,0.19717,1.54758,1.8499,41.6,5.4,7.8,High Muffles,HM
2018-05-23 20:00:00,98.23833,0.32862,1.34603,1.8499,44.1,5.3,7.7,High Muffles,HM
2018-05-23 21:00:00,97.44005,0.36148,1.89561,2.44987,43.1,5.4,7.7,High Muffles,HM
2018-05-23 22:00:00,98.53769,0.29576,1.99638,2.44987,39.3,5.2,7.2,High Muffles,HM
2018-05-23 23:00:00,98.88694,0.4272,1.24486,1.8999,38.1,5.5,6.9,High Muffles,HM
2018-05-24 00:00:00,96.85797,0.35062,1.6631,2.20072,32.6,4.1,6.7,High Muffles,HM
2018-05-24 01:00:00,97.93898,0.35062,1.06291,1.60052,46.3,4.6,6.9,High Muffles,HM
2018-05-24 02:00:00,95.74371,0.26297,0.79718,1.20039,43.4,4.7,7.1,High Muffles,HM
2018-05-24 03:00:00,96.4422,0.36158,0.84604,1.40046,41.0,4.6,7.2,High Muffles,HM
2018-05-24 04:00:00,96.54199,0.42732,0.64521,1.30042,40.1,5.0,7.3,High Muffles,HM
2018-05-24 05:00:00,95.34457,0.39445,0.74563,1.35044,35.3,5.1,7.3,High Muffles,HM
2018-05-24 06:00:00,94.64607,0.32871,1.14653,1.65054,33.1,5.2,7.9,High Muffles,HM
2018-05-24 07:00:00,95.84349,0.42732,1.2454,1.90062,37.7,5.2,8.9,High Muffles,HM
2018-05-24 08:00:00,99.1364,0.42732,1.79558,2.4508,49.0,5.3,11.8,High Muffles,HM
2018-05-24 09:00:00,98.68737,0.36158,1.39622,1.95064,61.9,5.3,14.2,High Muffles,HM
2018-05-24 10:00:00,98.93683,0.36158,1.74634,2.30075,68.3,5.0,15.7,High Muffles,HM
2018-05-24 11:00:00,98.73726,0.32871,1.69671,2.20072,71.3,4.9,16.8,High Muffles,HM
2018-05-24 12:00:00,96.54199,0.26297,1.89754,2.30075,68.6,5.0,17.3,High Muffles,HM
2018-05-24 13:00:00,97.44005,0.36158,1.89639,2.4508,67.6,5.0,17.4,High Muffles,HM
2018-05-24 14:00:00,94.24693,0.42732,2.24573,2.90095,63.4,5.2,17.0,High Muffles,HM
2018-05-24 15:00:00,88.85854,0.46019,1.7952,2.50081,62.8,5.3,16.4,High Muffles,HM
2018-05-24 16:00:00,84.61768,0.39445,1.5959,2.20072,59.1,5.2,15.4,High Muffles,HM
2018-05-24 17:00:00,85.26628,0.46019,1.64515,2.35077,49.7,4.9,13.9,High Muffles,HM
2018-05-24 18:00:00,88.01037,0.5588,1.84406,2.70088,40.0,4.9,11.8,High Muffles,HM
2018-05-24 19:00:00,82.77166,0.52593,1.89446,2.70088,25.3,5.2,9.7,High Muffles,HM
2018-05-24 20:00:00,80.92564,0.46019,2.89556,3.60117,21.5,5.5,9.2,High Muffles,HM
2018-05-24 21:00:00,78.4809,0.5588,2.8944,3.75122,21.9,5.4,8.9,High Muffles,HM
2018-05-24 22:00:00,79.77811,0.62455,2.64355,3.60117,21.0,5.4,8.9,High Muffles,HM
2018-05-24 23:00:00,82.57209,0.62455,2.1934,3.15103,18.7,5.7,9.0,High Muffles,HM
2018-05-25 00:00:00,85.88162,0.70144,1.79317,2.86869,22.6,5.7,8.4,High Muffles,HM
2018-05-25 01:00:00,83.88592,0.52608,2.39562,3.20226,23.4,5.9,8.3,High Muffles,HM
2018-05-25 02:00:00,86.26413,0.55896,1.84485,2.70191,18.5,6.2,8.3,High Muffles,HM
2018-05-25 03:00:00,82.07316,0.69048,1.84333,2.90205,25.7,6.1,8.9,High Muffles,HM
2018-05-25 04:00:00,79.62843,0.88776,1.69094,3.05216,24.7,6.1,9.1,High Muffles,HM
2018-05-25 05:00:00,78.68047,0.822,2.34216,3.60254,19.6,6.3,9.6,High Muffles,HM
2018-05-25 06:00:00,81.1751,0.75624,2.64313,3.80269,12.1,7.0,10.1,High Muffles,HM
2018-05-25 07:00:00,80.82585,0.62472,2.1443,3.10219,14.7,7.2,9.8,High Muffles,HM
2018-05-25 08:00:00,77.68262,0.59184,2.69507,3.60254,20.3,7.8,10.4,High Muffles,HM
2018-05-25 09:00:00,82.37252,0.69048,2.24361,3.30233,24.7,7.7,10.6,High Muffles,HM
2018-05-25 10:00:00,82.67187,0.55896,2.14506,3.00212,26.8,7.6,10.8,High Muffles,HM
2018-05-25 11:00:00,90.75446,0.52608,2.19548,3.00212,26.5,7.2,11.0,High Muffles,HM
2018-05-25 12:00:00,90.95403,0.4932,2.49607,3.2523,29.1,6.7,11.0,High Muffles,HM
2018-05-25 13:00:00,89.90629,0.42744,2.84707,3.50247,34.1,6.8,11.0,High Muffles,HM
2018-05-25 14:00:00,92.15145,0.62472,3.49525,4.45314,41.8,7.2,10.9,High Muffles,HM
2018-05-25 15:00:00,90.90414,0.29592,3.49905,3.95279,49.5,7.0,11.2,High Muffles,HM
2018-05-25 16:00:00,95.24478,0.55896,3.29587,4.15293,45.3,6.6,11.2,High Muffles,HM
2018-05-25 17:00:00,97.68952,0.46032,3.29701,4.00283,43.5,5.9,10.8,High Muffles,HM
2018-05-25 18:00:00,97.98887,0.3288,3.29853,3.80269,52.2,5.7,10.3,High Muffles,HM
2018-05-25 19:00:00,95.09511,0.19728,3.25002,3.55251,48.4,5.7,10.3,High Muffles,HM
2018-05-25 20:00:00,95.39446,0.36168,3.44826,4.00283,41.9,5.8,10.3,High Muffles,HM
2018-05-25 21:00:00,95.99317,0.36168,3.04798,3.60254,40.4,5.4,10.2,High Muffles,HM
2018-05-25 22:00:00,95.89339,0.39456,2.29707,2.90205,49.7,5.8,10.3,High Muffles,HM
2018-05-25 23:00:00,101.38156,0.4932,2.59614,3.35237,47.3,5.7,10.0,High Muffles,HM
2018-05-26 00:00:00,102.84507,0.35082,2.79904,3.33696,31.3,5.5,9.2,High Muffles,HM
2018-05-26 01:00:00,109.03174,0.57008,2.72981,3.60392,34.7,5.8,9.1,High Muffles,HM
2018-05-26 02:00:00,110.51189,0.69067,2.79517,3.85419,40.1,5.7,9.0,High Muffles,HM
2018-05-26 03:00:00,105.02371,0.39467,2.44816,3.05332,40.4,5.7,8.9,High Muffles,HM
2018-05-26 04:00:00,102.52909,0.39467,2.19789,2.80304,47.5,5.7,9.0,High Muffles,HM
2018-05-26 05:00:00,103.32737,0.6249,2.24532,3.20348,51.2,5.7,9.7,High Muffles,HM
2018-05-26 06:00:00,99.03661,0.52623,2.2965,3.10337,55.2,6.4,11.6,High Muffles,HM
2018-05-26 07:00:00,94.99532,0.65779,2.89565,3.90424,64.6,6.2,13.3,High Muffles,HM
2018-05-26 08:00:00,93.84779,0.46045,2.79779,3.50381,75.2,6.8,15.2,High Muffles,HM
2018-05-26 09:00:00,92.80005,0.19734,2.50047,2.80304,79.2,6.7,15.8,High Muffles,HM
2018-05-26 10:00:00,95.29468,0.39467,2.49822,3.10337,79.6,6.4,16.1,High Muffles,HM
2018-05-26 11:00:00,105.7721,0.36178,2.14821,2.70294,77.5,5.9,16.3,High Muffles,HM
2018-05-26 12:00:00,108.36651,0.296,2.14896,2.60283,74.4,6.1,16.9,High Muffles,HM
2018-05-26 13:00:00,107.06931,0.36178,2.14821,2.70294,71.9,5.8,16.7,High Muffles,HM
2018-05-26 14:00:00,114.90243,0.36178,2.34843,2.90315,68.9,5.6,16.7,High Muffles,HM
2018-05-26 15:00:00,120.59017,0.23022,2.34993,2.70294,57.3,5.1,15.6,High Muffles,HM
2018-05-26 16:00:00,118.79404,0.46045,2.44741,3.15343,42.0,5.2,14.0,High Muffles,HM
2018-05-26 17:00:00,111.90888,0.39467,1.99768,2.60283,37.7,5.3,12.3,High Muffles,HM
2018-05-26 18:00:00,108.36651,0.46045,1.59649,2.3025,29.5,5.3,10.4,High Muffles,HM
2018-05-26 19:00:00,108.01726,0.49334,1.79633,2.55277,30.1,5.4,9.5,High Muffles,HM
